category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0005557	calcium metabolic disease	Disorders in the processing of calcium in the body: its absorption, transport, storage, and utilization.	disorder of calcium metabolism	mondo:anatomical_bone_disorder; mondo:otar; mondo:tag_existing_treatment_member; mondo:is_pathogen_caused_false; mondo:tag_existing_treatment_true; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_genetics_and_genomics; mondo:medical_specialization_member; mondo:is_pathogen_caused_member; mondo:tag_qaly_lost_member; mondo:anatomical_endocrine_disorder; mondo:harrisons_view_metabolic_disease; mondo:tag_qualy_lost_other; mondo:txgnn_metabolic_disorder; mondo:tag_qaly_lost_high; mondo:medical_specialization_orthopaedic; mondo:txgnn_adrenal_gland_disease; mondo:mondo_txgnn_metabolic_disease; mondo:harrisons_view_member; mondo:is_cancer_false; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:txgnn_member; mondo:medical_specialization_renal_medicine; mondo:is_glucose_dysfunction_false; mondo:is_cancer_member; mondo:mondo_txgnn_member; mondo:medical_specialization_endocrinology; mondo:mondo_top_grouping_metabolic_disease	EFO:0005769; ICD9:275.4; MESH:D002128; ICD9:275.40; MEDGEN:714; ICD9:275.49; SCTID:71638002; UMLS:C0006705; DOID:10575
MONDO:0002123	calcinosis	Deposition of calcium in the tissues. It may be the result of a metabolic disorder or long-standing infection, or it may be associated with the presence of cancer.	pathologic calcification; calcium deposit(s); deposit(s), calcium; calcification; pathologically calcified structure; macrocalcification	mondo:mondo_top_grouping_metabolic_disease; mondo:mondo_top_grouping_member; mondo:harrisons_view_member; mondo:harrisons_view_metabolic_disease; mondo:anatomical_member; mondo:tag_qaly_lost_medium; mondo:medical_specialization_dermatology; mondo:is_pathogen_caused_member; mondo:is_cancer_false; mondo:tag_existing_treatment_member; mondo:anatomical_bone_disorder; mondo:otar; mondo:is_cancer_member; mondo:txgnn_metabolic_disorder; mondo:txgnn_autoimmune_diseases; mondo:tag_qaly_lost_member; mondo:medical_specialization_rheumatology; mondo:mondo_txgnn_member; mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_false; mondo:anatomical_joint_disorder; mondo:anatomical_liver_disorder; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_member; mondo:anatomical_skin_disorder; mondo:txgnn_member; mondo:is_pathogen_caused_false; mondo:mondo_txgnn_metabolic_disease; mondo:txgnn_inflammatory_disease; mondo:is_glucose_dysfunction_false	UMLS:C0006663; MESH:D002114; DOID:182; NCIT:C3672; HP:0003761; MEDGEN:709; icd11.foundation:1374802956; ICD9:275.49; SCTID:6595006
MONDO:0007246	calcific aortic disease with immunologic abnormalities, familial		calcific aortic disease with immunologic abnormalities, familial	mondo:tag_existing_treatment_member; mondo:anatomical_heart_disorder; mondo:tag_existing_treatment_false; mondo:txgnn_member; mondo:matrix_excluded; mondo:is_pathogen_caused_member; mondo:txgnn_autoimmune_diseases; mondo:tag_qualy_lost_other; mondo:medical_specialization_immunology; mondo:medical_specialization_member; mondo:is_cancer_false; mondo:unclassified_hereditary; mondo:mondo_txgnn_other; mondo:is_cancer_member; mondo:anatomical_immune_disorder; mondo:is_glucose_dysfunction_false; mondo:anatomical_vascular_disorder; mondo:tag_qaly_lost_high; mondo:mondo_top_grouping_member; mondo:txgnn_inflammatory_disease; mondo:harrisons_view_hereditary_disease; mondo:txgnn_cardiovascular_disorder; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:medical_specialization_genetics_and_genomics; mondo:mondo_top_grouping_hereditary_disease; mondo:harrisons_view_member; mondo:medical_specialization_cardiology; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_false	MESH:C566182; UMLS:C1861974; MEDGEN:354631; OMIM:114065
MONDO:0007245	cafe au lait spots, multiple	A cutaneous disorder characterized by the presence of several cafe-au-lait (CAL) macules without any other manifestations of neurofibromatosis or any other systemic disorder.	multiple cafe-au-lait syndrome; neurofibromatosis type 6; autosomal dominant café au lait spots; NF6; familial café-au-lait spots; multiple café-au-lait syndrome; multiple café-au-lait spots; familial cafe-au-lait spots; cafe-au-lait spots, multiple; multiple cafe-au-lait spots	mondo:otar; mondo:tag_existing_treatment_member; mondo:trait; mondo:txgnn_metabolic_disorder; mondo:ordo_malformation_syndrome; mondo:gard_rare; mondo:tag_existing_treatment_false; mondo:txgnn_member; mondo:matrix_excluded; mondo:txgnn_neurodegenerative_disease; mondo:harrisons_view_integumentary_system_disorder; mondo:is_pathogen_caused_member; mondo:phenotype; mondo:txgnn_autoimmune_diseases; mondo:tag_qualy_lost_other; mondo:medical_specialization_member; mondo:anatomical_skin_disorder; mondo:is_cancer_false; mondo:nord_rare; mondo:rare; mondo:is_cancer_member; mondo:mondo_txgnn_other; mondo:clinical_finding; mondo:medical_specialization_dermatology; mondo:is_glucose_dysfunction_false; mondo:anatomical_eye_disorder; mondo:mondo_top_grouping_member; mondo:tag_qaly_lost_low; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_integumentary_system_disorder; mondo:orphanet_rare; mondo:medical_specialization_genetics_and_genomics; mondo:is_glucose_dysfunction_member; mondo:ordo_disorder; mondo:harrisons_view_member; mondo:is_pathogen_caused_false	MESH:C537421; MEDGEN:396266; GARD:3967; UMLS:C1861975; OMIM:114030; Orphanet:2678
MONDO:0007242	butyrylesterase 1		butyrylesterase 1; Butyrylesterase type 1	mondo:tag_existing_treatment_member; mondo:txgnn_metabolic_disorder; mondo:tag_existing_treatment_false; mondo:txgnn_member; mondo:matrix_excluded; mondo:txgnn_neurodegenerative_disease; mondo:is_pathogen_caused_member; mondo:anatomical_liver_disorder; mondo:tag_qualy_lost_other; mondo:medical_specialization_member; mondo:is_cancer_false; mondo:unclassified_hereditary; mondo:is_cancer_member; mondo:mondo_txgnn_other; mondo:anatomical_blood_bone_marrow_disorder; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_member; mondo:tag_qaly_lost_low; mondo:harrisons_view_hereditary_disease; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_hereditary_disease; mondo:medical_specialization_genetics_and_genomics; mondo:medical_specialization_hepatology; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:is_pathogen_caused_false; mondo:medical_specialization_neurology	UMLS:C1861981; MEDGEN:396267; OMIM:113960
MONDO:0002471	bursitis	Inflammation or irritation of a synovial bursa, the fibrous sac that acts as a cushion between moving structures of bones, muscles, tendons or skin.	inflammation of synovial bursa; synovial bursa inflammation	mondo:txgnn_member; mondo:txgnn_autoimmune_diseases; mondo:medical_specialization_member; mondo:mondo_txgnn_other; mondo:otar; mondo:is_cancer_member; mondo:tag_existing_treatment_member; mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_inflammatory_disease; mondo:tag_existing_treatment_true; mondo:tag_qaly_lost_medium; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:is_glucose_dysfunction_member; mondo:is_pathogen_caused_member; mondo:anatomical_muscle_disorder; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:anatomical_joint_disorder; mondo:txgnn_inflammatory_disease; mondo:harrisons_view_inflammatory_disease; mondo:mondo_top_grouping_member; mondo:is_cancer_false; mondo:medical_specialization_rheumatology; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_member; mondo:medical_specialization_orthopaedic	NCIT:C94407; MESH:D002062; icd11.foundation:1984620329; SCTID:84017003; ICD9:727.3; UMLS:C0006444; MEDGEN:691; DOID:2965
MONDO:0043953	burkholderia infectious disease	Infections with bacteria of the genus Burkholderia.	burkholderia infectious disease; Burkholderia caused disease or disorder; Burkholderia disease or disorder; Burkholderia infectious disease; infection caused by Burkholderia	mondo:tag_qualy_lost_other; mondo:tag_qaly_lost_high; mondo:tag_existing_treatment_member; mondo:anatomical_member; mondo:medical_specialization_member; mondo:medical_specialization_pediatric; mondo:is_cancer_false; mondo:mondo_txgnn_infectious_disease; mondo:txgnn_autoimmune_diseases; mondo:is_pathogen_caused_true; mondo:mondo_top_grouping_member; mondo:anatomical_immune_disorder_lung_disorder; mondo:medical_specialization_allergy_and_immunology; mondo:tag_qaly_lost_member; mondo:harrisons_view_infectious_disease; mondo:is_glucose_dysfunction_member; mondo:mondo_txgnn_member; mondo:tag_existing_treatment_true; mondo:is_pathogen_caused_member; mondo:is_glucose_dysfunction_false; mondo:harrisons_view_member; mondo:medical_specialization_pulmonology; mondo:is_cancer_member; mondo:txgnn_member; mondo:txgnn_inflammatory_disease; mondo:mondo_top_grouping_infectious_disease	MESH:D019121; SCTID:721736003
MONDO:0007241	bundle branch block, familial isolated complete right		bundle branch block, familial isolated complete right	mondo:tag_existing_treatment_member; mondo:anatomical_heart_disorder; mondo:txgnn_adrenal_gland_disease; mondo:txgnn_member; mondo:tag_existing_treatment_false; mondo:matrix_excluded; mondo:is_pathogen_caused_member; mondo:tag_qualy_lost_other; mondo:medical_specialization_member; mondo:is_cancer_false; mondo:tag_qaly_lost_medium; mondo:unclassified_hereditary; mondo:is_cancer_member; mondo:mondo_txgnn_other; mondo:is_glucose_dysfunction_false; mondo:anatomical_vascular_disorder; mondo:mondo_top_grouping_member; mondo:harrisons_view_hereditary_disease; mondo:anatomical_member; mondo:txgnn_cardiovascular_disorder; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_hereditary_disease; mondo:medical_specialization_genetics_and_genomics; mondo:medical_specialization_cardiology; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:is_pathogen_caused_false	UMLS:C0340504; MEDGEN:83311; OMIM:113950; SCTID:233919006; MESH:C562759
MONDO:0010540	bullous dystrophy, macular type	A genetic disorder characterized by formation of bullae without traumatic origin, alopecia, hyperpigmentation, acrocyanosis, short stature, microcephaly, intellectual deficit, tapering fingers and nail abnormalities. Two families (one of whom was Dutch and the other Italian) have been described up to now, in which only males were affected. Transmission is X-linked recessive. The bullous dystrophy locus has been mapped to Xq26.3 in the Italian family and to Xq27.3 in the Dutch family.		mondo:harrisons_view_hereditary_disease; mondo:tag_qaly_lost_high; mondo:is_cancer_false; mondo:medical_specialization_member; mondo:mondo_txgnn_other; mondo:nord_rare; mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:anatomical_eye_disorder; mondo:harrisons_view_member; mondo:medical_specialization_genetics_and_genomics; mondo:mondo_top_grouping_hereditary_disease; mondo:txgnn_autoimmune_diseases; mondo:tag_existing_treatment_member; mondo:medical_specialization_ophthalmology; mondo:matrix_excluded; mondo:is_glucose_dysfunction_member; mondo:txgnn_neurodegenerative_disease; mondo:anatomical_muscle_disorder; mondo:ordo_disorder; mondo:otar; mondo:orphanet_rare; mondo:is_cancer_member; mondo:txgnn_member; mondo:mondo_top_grouping_member; mondo:tag_qaly_lost_member; mondo:rare; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_false; mondo:gard_rare; mondo:unclassified_hereditary; mondo:anatomical_member; mondo:medical_specialization_dermatology	MEDGEN:167089; MESH:C563065; GARD:1038; UMLS:C0795974; OMIM:302000; Orphanet:1867
MONDO:0016113	bulbospinal muscular atrophy		spinal-bulbar muscular atrophy; spinal and bulbal muscular atrophy; bulbospinal muscular atrophy; SBMA	mondo:tag_existing_treatment_member; mondo:otar; mondo:nord_rare; mondo:anatomical_spinal_disorder; mondo:anatomical_brain_disorder; mondo:txgnn_adrenal_gland_disease; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_qaly_lost_member; mondo:tag_qualy_lost_other; mondo:rare; mondo:harrisons_view_hereditary_disease; mondo:is_pathogen_caused_false; mondo:txgnn_neurodegenerative_disease; mondo:is_glucose_dysfunction_member; mondo:txgnn_member; mondo:gard_rare; mondo:disease_grouping; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:mondo_txgnn_member; mondo:anatomical_muscle_disorder; mondo:mondo_top_grouping_nervous_system_disorder; mondo:harrisons_view_nervous_system_disorder; mondo:tag_existing_treatment_true; mondo:tag_qaly_lost_high; mondo:mondo_txgnn_neurodegenerative_disease; mondo:medical_specialization_neurology; mondo:harrisons_view_member; mondo:is_cancer_false; mondo:ordo_group_of_disorders; mondo:is_pathogen_caused_member; mondo:is_cancer_member; mondo:medical_specialization_member; mondo:medical_specialization_genetics_and_genomics	UMLS:C0393547; GARD:20365; SCTID:230253001; MEDGEN:95977; icd11.foundation:1604214898; NANDO:1200001; Orphanet:206701
MONDO:0021241	buccal mucosa neoplasm	A neoplasm (disease) that involves the buccal mucosa.	neoplasm of the buccal mucosa; tumor of buccal mucosa; tumor of the buccal mucosa; neoplasm of buccal mucosa; tumour of the buccal mucosa; tumour of buccal mucosa; buccal mucosa tumour; buccal mucosa tumor; buccal mucosa neoplasm (disease)	mondo:tag_qaly_lost_member; mondo:tag_qualy_lost_other; mondo:txgnn_neoplasm; mondo:mondo_top_grouping_mouth_disorder; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_member; mondo:tag_qaly_lost_high; mondo:is_cancer_member; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_member; mondo:medical_specialization_oncology; mondo:txgnn_; mondo:is_pathogen_caused_false; mondo:txgnn_member; mondo:is_glucose_dysfunction_false; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:txgnn_cancer; mondo:harrisons_view_cancer_or_benign_tumor; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:medical_specialization_member; mondo:medical_specialization_otolaryngology; mondo:mondo_top_grouping_member; mondo:anatomical_member; mondo:anatomical_teeth_disorder_throat_disorder; mondo:harrisons_view_member; mondo:is_cancer_true	MEDGEN:138021; UMLS:C0345563; SCTID:126802007; NCIT:C4405
MONDO:0001672	bronchus cancer	A malignant neoplasm involving the bronchus	malignant bronchus neoplasm; malignant neoplasm of bronchus; bronchus cancer; cancer of bronchus	mondo:harrisons_view_respiratory_system_disorder; mondo:is_cancer_true; mondo:tag_qualy_lost_other; mondo:tag_existing_treatment_true; mondo:txgnn_member; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_pulmonology; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:anatomical_member; mondo:anatomical_lower_gastrointestinal_disorder; mondo:medical_specialization_member; mondo:mondo_top_grouping_member; mondo:mondo_txgnn_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:is_pathogen_caused_member; mondo:txgnn_other; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:medical_specialization_oncology; mondo:txgnn_cancer; mondo:harrisons_view_member; mondo:tag_qaly_lost_member; mondo:otar; mondo:anatomical_lung_disorder; mondo:is_pathogen_caused_false; mondo:tag_qaly_lost_very_high; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_cancer_or_benign_tumor	SCTID:363493006; UMLS:C1322284; MEDGEN:730206; ICD9:162.9; ICD9:162.8; NCIT:C156885; DOID:1325
MONDO:0003427	bronchus adenoma	A benign lung neoplasm characterized by the presence of a fibrovascular stroma lined by cuboidal to columnar cells. Patients are usually asymptomatic and it is incidentally discovered as a pulmonary nodule during chest X-ray examination. Surgical excision is curative.	adenoma, bronchial, benign; lung papillary adenoma; papillary adenoma of type II pneumocytes; adenoma of bronchus; bronchial adenoma NOS (morphologic abnormality); bronchus adenoma; peripheral papillary tumor of type II pneumocytes; type II pneumocyte adenoma; adenoma of the bronchus; peripheral papillary tumour of type II pneumocytes; bronchial adenoma	mondo:medical_specialization_cardiology; mondo:txgnn_other; mondo:anatomical_lung_disorder; mondo:medical_specialization_member; mondo:anatomical_throat_disorder; mondo:harrisons_view_cancer_or_benign_tumor; mondo:medical_specialization_pulmonology; mondo:medical_specialization_cardiothoracic; mondo:tag_qaly_lost_low; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_oncology; mondo:is_cancer_member; mondo:tag_qualy_lost_other; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:tag_existing_treatment_false; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:harrisons_view_respiratory_system_disorder; mondo:is_pathogen_caused_false; mondo:anatomical_lower_gastrointestinal_disorder; mondo:txgnn_member; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:mondo_txgnn_member; mondo:anatomical_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:is_cancer_false; mondo:medical_specialization_; mondo:harrisons_view_member; mondo:txgnn_cancer	ICDO:8260/0; DOID:5391; NCIT:C3494; UMLS:C0149845; MEDGEN:56206
MONDO:0002806	bronchogenic carcinoma	A lung carcinoma arising from the bronchial epithelium.	bronchogenic lung cancer; carcinoma, bronchial, malignant; bronchiogenic carcinoma; bronchogenic lung carcinoma; bronchial carcinoma; carcinoma of bronchus; BC - bronchogenic carcinoma; bronchus carcinoma; bronchogenic carcinoma	mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:harrisons_view_respiratory_system_disorder; mondo:tag_existing_treatment_true; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_very_high; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_oncology; mondo:tag_existing_treatment_member; mondo:harrisons_view_member; mondo:medical_specialization_pulmonology; mondo:otar; mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:txgnn_member; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:anatomical_lower_gastrointestinal_disorder; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:is_cancer_true; mondo:txgnn_cancer; mondo:medical_specialization_cardiothoracic; mondo:medical_specialization_member; mondo:anatomical_lung_disorder; mondo:anatomical_member	ICD9:162.9; SCTID:254622008; NCIT:C35875; UMLS:C0007121; MESH:D002283; DOID:3904; CSP:2017-6052; MEDGEN:2872; EFO:1001942
MONDO:0003781	bronchitis	An acute or chronic inflammatory process affecting the bronchi.	bronchus inflammation; bronchial infection; CI - chest infection; inflammation of bronchus	mondo:tag_qaly_lost_member; mondo:harrisons_view_member; mondo:harrisons_view_inflammatory_disease; mondo:txgnn_member; mondo:tag_qaly_lost_high; mondo:harrisons_view_respiratory_system_disorder; mondo:mondo_top_grouping_inflammatory_disease; mondo:anatomical_upper_gastrointestinal_disorder; mondo:tag_existing_treatment_true; mondo:is_glucose_dysfunction_member; mondo:is_cancer_false; mondo:is_pathogen_caused_member; mondo:anatomical_member; mondo:mondo_top_grouping_member; mondo:tag_qualy_lost_other; mondo:medical_specialization_member; mondo:medical_specialization_pulmonology; mondo:is_cancer_member; mondo:anatomical_lung_disorder; mondo:is_glucose_dysfunction_false; mondo:anatomical_liver_disorder; mondo:is_pathogen_caused_true; mondo:otar; mondo:txgnn_autoimmune_diseases; mondo:txgnn_inflammatory_disease; mondo:medical_specialization_cardiothoracic; mondo:tag_existing_treatment_member; mondo:mondo_txgnn_other; mondo:mondo_top_grouping_respiratory_system_disorder	NCIT:C2911; ICD9:466.0; ICD9:491.9; SCTID:32398004; DOID:6132; icd11.foundation:11753425; MEDGEN:2736; CSP:2596-1500; EFO:0009661; UMLS:C0006277; MESH:D001991; ICD9:491; ICD9:490
MONDO:0015265	bronchiolitis obliterans syndrome	A lung disorder that is mainly associated with chronic allograft dysfunction after lung transplantation and that is characterized by inflammation and fibrosis of bronchiolar walls that reduce the diameter of the bronchioles and result in progressive and irreversible airflow obstruction.	constrictive bronchiolitis; bronchiolitis fibrosa obliterans; BOOP; organised pneumonia; organized pneumonia	mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:is_cancer_member; mondo:anatomical_lung_disorder; mondo:tag_qaly_lost_high; mondo:txgnn_member; mondo:is_pathogen_caused_member; mondo:tag_existing_treatment_member; mondo:txgnn_autoimmune_diseases; mondo:medical_specialization_pulmonology; mondo:is_cancer_false; mondo:is_glucose_dysfunction_member; mondo:is_glucose_dysfunction_false; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:medical_specialization_pediatric; mondo:tag_qaly_lost_member; mondo:anatomical_vascular_disorder; mondo:mondo_txgnn_other; mondo:mondo_top_grouping_member; mondo:nord_rare; mondo:anatomical_immune_disorder; mondo:otar; mondo:txgnn_inflammatory_disease; mondo:rare; mondo:ordo_group_of_disorders; mondo:medical_specialization_member; mondo:gard_rare; mondo:anatomical_member; mondo:tag_existing_treatment_false; mondo:harrisons_view_respiratory_system_disorder; mondo:medical_specialization_cardiothoracic; mondo:harrisons_view_member	icd11.foundation:592711730; ICD9:466.19; HP:0011946; UMLS:C0006272; EFO:0007183; NANDO:2100039; DOID:2799; Orphanet:1303; NANDO:1200745; SCTID:40100001; NANDO:2200209; ICD9:491.8; MEDGEN:665; GARD:5961
MONDO:0002807	bronchial neoplasm	Tumors or cancer of the bronchi.	bronchus neoplasm; bronchus tumor; bronchial neoplasm; tumour of bronchus; bronchus neoplasm (disease); bronchus tumour; bronchial neoplasm (disease); tumor of bronchus; neoplasm of bronchus	mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:harrisons_view_respiratory_system_disorder; mondo:mondo_txgnn_member; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:tag_qaly_lost_member; mondo:is_glucose_dysfunction_false; mondo:medical_specialization_oncology; mondo:tag_existing_treatment_member; mondo:tag_existing_treatment_false; mondo:harrisons_view_member; mondo:medical_specialization_pulmonology; mondo:otar; mondo:is_pathogen_caused_false; mondo:tag_qualy_lost_other; mondo:txgnn_member; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_cancer_or_benign_tumor; mondo:is_cancer_member; mondo:txgnn_; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:tag_qaly_lost_high; mondo:is_cancer_true; mondo:txgnn_cancer; mondo:medical_specialization_member; mondo:anatomical_lung_disorder; mondo:txgnn_bronchial_neoplasm; mondo:anatomical_member	UMLS:C0006264; SCTID:126705004; NANDO:2200081; EFO:1000849; DOID:3906; MEDGEN:2735; MESH:D001984; HP:0030077
MONDO:0001358	bronchial disorder	A disease involving the bronchus.	bronchus disease; bronchial disorder; bronchospasm; disorder of bronchus; disease of bronchus; disease or disorder of bronchus; bronchus disease or disorder	mondo:harrisons_view_respiratory_system_disorder; mondo:medical_specialization_member; mondo:medical_specialization_pulmonology; mondo:otar; mondo:medical_specialization_; mondo:txgnn_cardiovascular_disorder; mondo:txgnn_autoimmune_diseases; mondo:is_cancer_member; mondo:txgnn_inflammatory_disease; mondo:tag_qaly_lost_high; mondo:txgnn_member; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:tag_qualy_lost_other; mondo:is_cancer_false; mondo:anatomical_lung_disorder; mondo:tag_existing_treatment_false; mondo:anatomical_member; mondo:tag_existing_treatment_member; mondo:anatomical_lower_gastrointestinal_disorder; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_member; mondo:is_glucose_dysfunction_false; mondo:is_pathogen_caused_false; mondo:txgnn_; mondo:anatomical_throat_disorder; mondo:tag_qaly_lost_member; mondo:mondo_top_grouping_respiratory_system_disorder; mondo:mondo_txgnn_other; mondo:txgnn_allergy; mondo:medical_specialization_cardiothoracic	UMLS:C0006261; ICD9:519.19; EFO:1002018; NCIT:C34439; MEDGEN:14233; SCTID:41427001; MESH:D001982; DOID:1176
MONDO:0011180	broad terminal phalanges, familial		broad terminal phalanges, familial	mondo:is_glucose_dysfunction_false; mondo:tag_qualy_lost_other; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_existing_treatment_true; mondo:tag_qaly_lost_member; mondo:medical_specialization_other___replaced_original_line_with_this___genetics_and_genomics; mondo:tag_qaly_lost_low; mondo:medical_specialization_member; mondo:anatomical_joint_disorder; mondo:txgnn_neurodegenerative_disease; mondo:is_pathogen_caused_member; mondo:mondo_txgnn_other; mondo:txgnn_autoimmune_diseases; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:is_cancer_member; mondo:harrisons_view_member; mondo:txgnn_metabolic_disorder; mondo:anatomical_member; mondo:unclassified_hereditary; mondo:medical_specialization_pediatrics; mondo:is_cancer_false; mondo:is_pathogen_caused_false; mondo:matrix_excluded; mondo:medical_specialization_genetics_and_genomics; mondo:txgnn_member; mondo:harrisons_view_hereditary_disease; mondo:medical_specialization_orthopaedic; mondo:is_glucose_dysfunction_member; mondo:medical_specialization_pediatric; mondo:anatomical_bone_disorder	MEDGEN:400879; MESH:C566588; OMIM:602071; UMLS:C1865923
MONDO:0001108	broad ligament malignant neoplasm	A malignant neoplasm involving the broad ligament of uterus.	malignant broad ligament of uterus neoplasm; cancer of broad ligament of uterus; broad ligament of uterus cancer; malignant neoplasm of broad ligament of uterus	mondo:is_cancer_member; mondo:anatomical_member; mondo:tag_qaly_lost_member; mondo:is_cancer_true; mondo:medical_specialization_rheumatology; mondo:tag_existing_treatment_member; mondo:mondo_top_grouping_member; mondo:is_pathogen_caused_member; mondo:medical_specialization_member; mondo:medical_specialization_oncology; mondo:txgnn_malignant_neoplasm; mondo:txgnn_cancer; mondo:tag_qualy_lost_other; mondo:is_glucose_dysfunction_member; mondo:harrisons_view_member; mondo:mondo_top_grouping_reproductive_system_disorder; mondo:mondo_top_grouping_musculoskeletal_system_disorder; mondo:mondo_txgnn_member; mondo:medical_specialization_orthopaedic; mondo:harrisons_view_reproductive_system_disorder; mondo:harrisons_view_cancer_or_benign_tumor; mondo:anatomical_bone_disorder; mondo:mondo_txgnn_cancer_or_benign_tumor; mondo:tag_qaly_lost_high; mondo:is_pathogen_caused_false; mondo:harrisons_view_musculoskeletal_system_disorder; mondo:anatomical_joint_disorder; mondo:mondo_top_grouping_cancer_or_benign_tumor; mondo:txgnn_member; mondo:tag_existing_treatment_false; mondo:is_glucose_dysfunction_false	UMLS:C0346866; ICD9:183.3; MEDGEN:577691; SCTID:449259009; DOID:10744; NCIT:C179934
MONDO:0011861	breath-holding Spells		breath-holding Spells	mondo:is_pathogen_caused_false; mondo:tag_qaly_lost_member; mondo:txgnn_neurodegenerative_disease; mondo:medical_specialization_neurology; mondo:is_pathogen_caused_member; mondo:mondo_top_grouping_member; mondo:anatomical_muscle_disorder; mondo:mondo_txgnn_other; mondo:txgnn_metabolic_disorder; mondo:is_glucose_dysfunction_member; mondo:tag_existing_treatment_false; mondo:anatomical_member; mondo:txgnn_member; mondo:medical_specialization_member; mondo:anatomical_brain_disorder; mondo:matrix_excluded; mondo:harrisons_view_hereditary_disease; mondo:tag_qualy_lost_other; mondo:is_cancer_member; mondo:harrisons_view_member; mondo:is_glucose_dysfunction_false; mondo:unclassified_hereditary; mondo:tag_qaly_lost_low; mondo:is_cancer_false; mondo:mondo_top_grouping_hereditary_disease; mondo:tag_existing_treatment_member; mondo:medical_specialization_pediatric	UMLS:C0476287; MEDGEN:105400; OMIM:607578
